Data;Ta_Base
24/09/2015 09:55;28.9
24/09/2015 10:00;29
24/09/2015 10:05;29.2
24/09/2015 10:10;29.5
24/09/2015 10:15;29.7
24/09/2015 10:20;30
24/09/2015 10:25;30.1
24/09/2015 10:30;30.2
24/09/2015 10:35;30.5
24/09/2015 10:40;30.7
24/09/2015 10:45;31.2
24/09/2015 10:50;31.4
24/09/2015 10:55;31.5
24/09/2015 11:00;31.7
24/09/2015 11:05;31.9
24/09/2015 11:10;31.8
24/09/2015 11:15;31.9
24/09/2015 11:20;32.1
24/09/2015 11:25;32.2
24/09/2015 11:30;32.1
24/09/2015 11:35;32
24/09/2015 11:40;33
24/09/2015 11:45;33.1
24/09/2015 11:50;32.8
24/09/2015 11:55;33
24/09/2015 12:00;33.1
24/09/2015 12:05;33.5
24/09/2015 12:10;33.6
24/09/2015 12:15;34
24/09/2015 12:20;33.9
24/09/2015 12:25;33.6
24/09/2015 12:30;33.9
24/09/2015 12:35;33.9
24/09/2015 12:40;34.4
24/09/2015 12:45;34.5
24/09/2015 12:50;34.3
24/09/2015 12:55;33.6
24/09/2015 13:00;34.9
24/09/2015 13:05;34.1
24/09/2015 13:10;34.2
24/09/2015 13:15;34.3
24/09/2015 13:20;34.4
24/09/2015 13:25;35.1
24/09/2015 13:30;34.3
24/09/2015 13:35;34.4
24/09/2015 13:40;34.9
24/09/2015 13:45;34.9
24/09/2015 13:50;35.1
24/09/2015 13:55;35
24/09/2015 14:00;35.1
24/09/2015 14:05;35.6
24/09/2015 14:10;35.7
24/09/2015 14:15;35.6
24/09/2015 14:20;34.8
24/09/2015 14:25;34.8
24/09/2015 14:30;35.1
24/09/2015 14:35;35.4
24/09/2015 14:40;35.6
24/09/2015 14:45;34.6
24/09/2015 14:50;35.3
24/09/2015 14:55;35.6
24/09/2015 15:00;35
24/09/2015 15:05;35.4
24/09/2015 15:10;35.4
24/09/2015 15:15;35.9
24/09/2015 15:20;35.7
24/09/2015 15:25;34.8
24/09/2015 15:30;34.9
24/09/2015 15:35;34.7
24/09/2015 15:40;34.7
24/09/2015 15:45;34.7
24/09/2015 15:50;34.7
24/09/2015 15:55;34.8
24/09/2015 16:00;34.7
24/09/2015 16:05;34.6
24/09/2015 16:10;34.6
24/09/2015 16:15;34.3
24/09/2015 16:20;34.2
24/09/2015 16:25;34.2
24/09/2015 16:30;34.1
24/09/2015 16:35;34.1
24/09/2015 16:40;34.1
24/09/2015 16:45;33.9
24/09/2015 16:50;33.7
24/09/2015 16:55;33.4
24/09/2015 17:00;33.3
24/09/2015 17:05;33.1
24/09/2015 17:10;33
24/09/2015 17:15;32.9
24/09/2015 17:20;32.7
24/09/2015 17:25;32.4
24/09/2015 17:30;32.2
24/09/2015 17:35;31.9
24/09/2015 17:40;31.4
24/09/2015 17:45;30.3
24/09/2015 17:50;29
24/09/2015 17:55;28.8
24/09/2015 18:00;28.3
24/09/2015 18:05;28.1
24/09/2015 18:10;27.7
24/09/2015 18:15;27.3
24/09/2015 18:20;27.4
24/09/2015 18:25;27.3
24/09/2015 18:30;27.2
24/09/2015 18:35;27.2
24/09/2015 18:40;27
24/09/2015 18:45;26.8
24/09/2015 18:50;26.9
24/09/2015 18:55;26.3
24/09/2015 19:00;25.8
24/09/2015 19:05;25.5
24/09/2015 19:10;25.6
24/09/2015 19:15;25.3
24/09/2015 19:20;25.3
24/09/2015 19:25;24.6
24/09/2015 19:30;24.3
24/09/2015 19:35;23.9
24/09/2015 19:40;23.5
24/09/2015 19:45;23.3
24/09/2015 19:50;22.9
24/09/2015 19:55;22.8
24/09/2015 20:00;22.7
24/09/2015 20:05;22.7
24/09/2015 20:10;22.4
24/09/2015 20:15;22
24/09/2015 20:20;21.7
24/09/2015 20:25;21.8
24/09/2015 20:30;22
24/09/2015 20:35;22.5
24/09/2015 20:40;21.7
24/09/2015 20:45;20.9
24/09/2015 20:50;20.9
24/09/2015 20:55;21.3
24/09/2015 21:00;22.1
24/09/2015 21:05;22.6
24/09/2015 21:10;22.4
24/09/2015 21:15;21.6
24/09/2015 21:20;20.9
24/09/2015 21:25;21.1
24/09/2015 21:30;21.6
24/09/2015 21:35;21.5
24/09/2015 21:40;21.5
24/09/2015 21:45;21.7
24/09/2015 21:50;21.8
24/09/2015 21:55;21.7
24/09/2015 22:00;21.7
24/09/2015 22:05;21.4
24/09/2015 22:10;21.3
24/09/2015 22:15;21.4
24/09/2015 22:20;21.4
24/09/2015 22:25;21.5
24/09/2015 22:30;21.4
24/09/2015 22:35;21.2
24/09/2015 22:40;21.2
24/09/2015 22:45;21.3
24/09/2015 22:50;21
24/09/2015 22:55;20.5
24/09/2015 23:00;20.8
24/09/2015 23:05;20.5
24/09/2015 23:10;20
24/09/2015 23:15;20.3
24/09/2015 23:20;20.8
24/09/2015 23:25;20.6
24/09/2015 23:30;20.8
24/09/2015 23:35;20.8
24/09/2015 23:40;20.3
24/09/2015 23:45;20.2
24/09/2015 23:50;20.6
24/09/2015 23:55;20.6
25/09/2015 00:00;20.5
25/09/2015 00:05;20.5
25/09/2015 00:10;20.3
25/09/2015 00:15;20.2
25/09/2015 00:20;20.2
25/09/2015 00:25;20.1
25/09/2015 00:30;20.1
25/09/2015 00:35;19.2
25/09/2015 00:40;19.2
25/09/2015 00:45;19.7
25/09/2015 00:50;19.6
25/09/2015 00:55;19.4
25/09/2015 01:00;19.5
25/09/2015 01:05;19.5
25/09/2015 01:10;19.2
25/09/2015 01:15;19.1
25/09/2015 01:20;19.4
25/09/2015 01:25;19.4
25/09/2015 01:30;19.2
25/09/2015 01:35;18.9
25/09/2015 01:40;19.1
25/09/2015 01:45;19.5
25/09/2015 01:50;19
25/09/2015 01:55;19.2
25/09/2015 02:00;19.5
25/09/2015 02:05;18.3
25/09/2015 02:10;18
25/09/2015 02:15;18.6
25/09/2015 02:20;18.8
25/09/2015 02:25;18.8
25/09/2015 02:30;18.9
25/09/2015 02:35;18.9
25/09/2015 02:40;18.4
25/09/2015 02:45;18.1
25/09/2015 02:50;17.9
25/09/2015 02:55;18.5
25/09/2015 03:00;18.7
25/09/2015 03:05;18.7
25/09/2015 03:10;18.8
25/09/2015 03:15;18.6
25/09/2015 03:20;18
25/09/2015 03:25;17.3
25/09/2015 03:30;17.4
25/09/2015 03:35;18.1
25/09/2015 03:40;18.4
25/09/2015 03:45;18.7
25/09/2015 03:50;18.5
25/09/2015 03:55;18.8
25/09/2015 04:00;18.1
25/09/2015 04:05;18.3
25/09/2015 04:10;18.4
25/09/2015 04:15;18.1
25/09/2015 04:20;17.3
25/09/2015 04:25;18
25/09/2015 04:30;18.2
25/09/2015 04:35;18.1
25/09/2015 04:40;18
25/09/2015 04:45;18.4
25/09/2015 04:50;18.4
25/09/2015 04:55;18.1
25/09/2015 05:00;17.6
25/09/2015 05:05;17.7
25/09/2015 05:10;18.4
25/09/2015 05:15;18.4
25/09/2015 05:20;16.9
25/09/2015 05:25;16.5
25/09/2015 05:30;16.5
25/09/2015 05:35;17.9
25/09/2015 05:40;18.1
25/09/2015 05:45;18.2
25/09/2015 05:50;18.5
25/09/2015 05:55;18.5
25/09/2015 06:00;18.7
25/09/2015 06:05;18.7
25/09/2015 06:10;18.9
25/09/2015 06:15;18.6
25/09/2015 06:20;17.5
25/09/2015 06:25;16.7
25/09/2015 06:30;17.9
25/09/2015 06:35;18.4
25/09/2015 06:40;18.6
25/09/2015 06:45;18.7
25/09/2015 06:50;18.7
25/09/2015 06:55;18.6
25/09/2015 07:00;18.5
25/09/2015 07:05;18
25/09/2015 07:10;18.2
25/09/2015 07:15;18.9
25/09/2015 07:20;19.1
25/09/2015 07:25;19
25/09/2015 07:30;19.8
25/09/2015 07:35;20
25/09/2015 07:40;20
25/09/2015 07:45;20
25/09/2015 07:50;20.1
25/09/2015 07:55;20.4
25/09/2015 08:00;20.9
25/09/2015 08:05;21.1
25/09/2015 08:10;21.3
25/09/2015 08:15;21.7
25/09/2015 08:20;21.9
25/09/2015 08:25;22.5
25/09/2015 08:30;23.1
25/09/2015 08:35;23.1
25/09/2015 08:40;23.3
25/09/2015 08:45;23.5
25/09/2015 08:50;23.9
25/09/2015 08:55;24.2
25/09/2015 09:00;24.6
25/09/2015 09:05;25
25/09/2015 09:10;25.4
25/09/2015 09:15;25.7
25/09/2015 09:20;26
25/09/2015 09:25;26.4
25/09/2015 09:30;26.7
25/09/2015 09:35;27.2
25/09/2015 09:40;27.4
25/09/2015 09:45;27.8
25/09/2015 09:50;28.1
25/09/2015 09:55;28.5
25/09/2015 10:00;28.9
25/09/2015 10:05;29.3
25/09/2015 10:10;29.9
25/09/2015 10:15;30.1
25/09/2015 10:20;30.5
25/09/2015 10:25;30.7
25/09/2015 10:30;30.8
25/09/2015 10:35;31.2
25/09/2015 10:40;31.8
25/09/2015 10:45;32.1
25/09/2015 10:50;32.6
25/09/2015 10:55;32.7
25/09/2015 11:00;33.1
25/09/2015 11:05;33.2
25/09/2015 11:10;33.5
25/09/2015 11:15;33.7
25/09/2015 11:20;34
25/09/2015 11:25;33.5
25/09/2015 11:30;33.7
25/09/2015 11:35;33.9
25/09/2015 11:40;33.9
25/09/2015 11:45;34.7
25/09/2015 11:50;34.1
25/09/2015 11:55;34.8
25/09/2015 12:00;34.9
25/09/2015 12:05;35
25/09/2015 12:10;34.9
25/09/2015 12:15;34.5
25/09/2015 12:20;34.5
25/09/2015 12:25;34.7
25/09/2015 12:30;34.9
25/09/2015 12:35;35.6
25/09/2015 12:40;33.7
25/09/2015 12:45;33.5
25/09/2015 12:50;34.2
25/09/2015 12:55;34.8
25/09/2015 13:00;34.2
25/09/2015 13:05;34.1
25/09/2015 13:10;34
25/09/2015 13:15;34
25/09/2015 13:20;33.7
25/09/2015 13:25;33.3
25/09/2015 13:30;33.4
25/09/2015 13:35;33.5
25/09/2015 13:40;30.1
25/09/2015 13:45;26.2
25/09/2015 13:50;24.1
25/09/2015 13:55;23.1
25/09/2015 14:00;22.8
25/09/2015 14:05;22.9
25/09/2015 14:10;22.7
25/09/2015 14:15;22.5
25/09/2015 14:20;22
25/09/2015 14:25;21.8
25/09/2015 14:30;21.9
25/09/2015 14:35;21.8
25/09/2015 14:40;21.5
25/09/2015 14:45;21.4
25/09/2015 14:50;21.4
25/09/2015 14:55;21.5
25/09/2015 15:00;21.5
25/09/2015 15:05;21.3
25/09/2015 15:10;20.5
25/09/2015 15:15;20.3
25/09/2015 15:20;20.4
25/09/2015 15:25;20
25/09/2015 15:30;20.1
25/09/2015 15:35;20
25/09/2015 15:40;19.8
25/09/2015 15:45;20
25/09/2015 15:50;20.2
25/09/2015 15:55;20.5
25/09/2015 16:00;20.8
25/09/2015 16:05;20.8
25/09/2015 16:10;20.6
25/09/2015 16:15;20.5
25/09/2015 16:20;20.4
25/09/2015 16:25;20.8
25/09/2015 16:30;20.9
25/09/2015 16:35;21
25/09/2015 16:40;21.2
25/09/2015 16:45;21.1
25/09/2015 16:50;21.1
25/09/2015 16:55;21.1
25/09/2015 17:00;21
25/09/2015 17:05;21.4
25/09/2015 17:10;21.8
25/09/2015 17:15;22
25/09/2015 17:20;21.8
25/09/2015 17:25;21.7
25/09/2015 17:30;21.8
25/09/2015 17:35;21.7
25/09/2015 17:40;21.6
25/09/2015 17:45;21.7
25/09/2015 17:50;21.9
25/09/2015 17:55;22
25/09/2015 18:00;21.7
25/09/2015 18:05;21.6
25/09/2015 18:10;21.3
25/09/2015 18:15;21.2
25/09/2015 18:20;21.4
25/09/2015 18:25;21.7
25/09/2015 18:30;21.5
25/09/2015 18:35;21.3
25/09/2015 18:40;21.3
25/09/2015 18:45;21.4
25/09/2015 18:50;21.2
25/09/2015 18:55;21.3
25/09/2015 19:00;21.1
25/09/2015 19:05;21.1
25/09/2015 19:10;21.1
25/09/2015 19:15;20.5
25/09/2015 19:20;21.3
25/09/2015 19:25;21.2
25/09/2015 19:30;21.6
25/09/2015 19:35;21.6
25/09/2015 19:40;21.6
25/09/2015 19:45;21.5
25/09/2015 19:50;21.5
25/09/2015 19:55;21.8
25/09/2015 20:00;21.8
25/09/2015 20:05;22
25/09/2015 20:10;21.6
25/09/2015 20:15;22
25/09/2015 20:20;21.9
25/09/2015 20:25;21.8
25/09/2015 20:30;21.4
25/09/2015 20:35;21.3
25/09/2015 20:40;21.2
25/09/2015 20:45;21.1
25/09/2015 20:50;21
25/09/2015 20:55;21
25/09/2015 21:00;20.8
25/09/2015 21:05;20.6
25/09/2015 21:10;20.6
25/09/2015 21:15;20.5
25/09/2015 21:20;20.4
25/09/2015 21:25;20.4
25/09/2015 21:30;20.3
25/09/2015 21:35;20.2
25/09/2015 21:40;20.1
25/09/2015 21:45;20.1
25/09/2015 21:50;19.9
25/09/2015 21:55;19.8
25/09/2015 22:00;19.7
25/09/2015 22:05;19.6
25/09/2015 22:10;19.5
25/09/2015 22:15;19.6
25/09/2015 22:20;19.7
25/09/2015 22:25;19.6
25/09/2015 22:30;19.7
25/09/2015 22:35;19.6
25/09/2015 22:40;19.5
25/09/2015 22:45;19.5
25/09/2015 22:50;19.6
25/09/2015 22:55;19.5
25/09/2015 23:00;19.6
25/09/2015 23:05;19.6
25/09/2015 23:10;19.5
25/09/2015 23:15;19.4
25/09/2015 23:20;19.4
25/09/2015 23:25;19.4
25/09/2015 23:30;19.6
25/09/2015 23:35;19.6
25/09/2015 23:40;19.6
25/09/2015 23:45;19.8
25/09/2015 23:50;19.6
25/09/2015 23:55;19.5
26/09/2015 00:00;19.5
26/09/2015 00:05;19.4
26/09/2015 00:10;19.6
26/09/2015 00:15;19.2
26/09/2015 00:20;19.1
26/09/2015 00:25;19.2
26/09/2015 00:30;19.2
26/09/2015 00:35;19.2
26/09/2015 00:40;19.1
26/09/2015 00:45;19.2
26/09/2015 00:50;19.1
26/09/2015 00:55;18.9
26/09/2015 01:00;19
26/09/2015 01:05;18.9
26/09/2015 01:10;19
26/09/2015 01:15;19
26/09/2015 01:20;18.9
26/09/2015 01:25;18.9
26/09/2015 01:30;18.8
26/09/2015 01:35;18.8
26/09/2015 01:40;18.8
26/09/2015 01:45;18.9
26/09/2015 01:50;18.9
26/09/2015 01:55;18.8
26/09/2015 02:00;18.9
26/09/2015 02:05;18.8
26/09/2015 02:10;18.8
26/09/2015 02:15;18.9
26/09/2015 02:20;18.9
26/09/2015 02:25;18.8
26/09/2015 02:30;18.7
26/09/2015 02:35;18.7
26/09/2015 02:40;18.6
26/09/2015 02:45;18.7
26/09/2015 02:50;18.6
26/09/2015 02:55;18.5
26/09/2015 03:00;18.5
26/09/2015 03:05;18.5
26/09/2015 03:10;18.4
26/09/2015 03:15;18.3
26/09/2015 03:20;18.4
26/09/2015 03:25;18.4
26/09/2015 03:30;18.4
26/09/2015 03:35;18.4
26/09/2015 03:40;18.3
26/09/2015 03:45;18.4
26/09/2015 03:50;18.2
26/09/2015 03:55;18.1
26/09/2015 04:00;18
26/09/2015 04:05;18
26/09/2015 04:10;17.9
26/09/2015 04:15;17.9
26/09/2015 04:20;17.9
26/09/2015 04:25;18
26/09/2015 04:30;18
26/09/2015 04:35;18
26/09/2015 04:40;18
26/09/2015 04:45;18
26/09/2015 04:50;18
26/09/2015 04:55;18
26/09/2015 05:00;18
26/09/2015 05:05;18
26/09/2015 05:10;18.1
26/09/2015 05:15;17.7
26/09/2015 05:20;17.7
26/09/2015 05:25;17.9
26/09/2015 05:30;17.7
26/09/2015 05:35;17.7
26/09/2015 05:40;17.6
26/09/2015 05:45;17.9
26/09/2015 05:50;17.9
26/09/2015 05:55;17.9
26/09/2015 06:00;17.7
26/09/2015 06:05;17.7
26/09/2015 06:10;17.7
26/09/2015 06:15;17.7
26/09/2015 06:20;17.6
26/09/2015 06:25;17.7
26/09/2015 06:30;17.6
26/09/2015 06:35;17.6
26/09/2015 06:40;17.6
26/09/2015 06:45;17.6
26/09/2015 06:50;17.6
26/09/2015 06:55;17.6
26/09/2015 07:00;17.6
26/09/2015 07:05;17.6
26/09/2015 07:10;17.5
26/09/2015 07:15;17.7
26/09/2015 07:20;17.7
26/09/2015 07:25;17.9
26/09/2015 07:30;17.9
26/09/2015 07:35;17.9
26/09/2015 07:40;18
26/09/2015 07:45;18.1
26/09/2015 07:50;18.4
26/09/2015 07:55;18.5
26/09/2015 08:00;18.5
26/09/2015 08:05;18.6
26/09/2015 08:10;18.8
26/09/2015 08:15;18.8
26/09/2015 08:20;18.6
26/09/2015 08:25;18.6
26/09/2015 08:30;18.6
26/09/2015 08:35;18.6
26/09/2015 08:40;18.7
26/09/2015 08:45;18.9
26/09/2015 08:50;18.8
26/09/2015 08:55;19.2
26/09/2015 09:00;18.9
26/09/2015 09:05;18.8
26/09/2015 09:10;19
26/09/2015 09:15;19.1
26/09/2015 09:20;18.7
26/09/2015 09:25;18.9
26/09/2015 09:30;18.9
26/09/2015 09:35;19.2
26/09/2015 09:40;19.5
26/09/2015 09:45;19.4
26/09/2015 09:50;19.4
26/09/2015 09:55;19.4
26/09/2015 10:00;19.4
26/09/2015 10:05;19.5
26/09/2015 10:10;19.9
26/09/2015 10:15;20
26/09/2015 10:20;19.9
26/09/2015 10:25;20.2
26/09/2015 10:30;20
26/09/2015 10:35;19.9
26/09/2015 10:40;19.6
26/09/2015 10:45;19.6
26/09/2015 10:50;19.5
26/09/2015 10:55;19.5
26/09/2015 11:00;19.5
26/09/2015 11:05;19.4
26/09/2015 11:10;19.4
26/09/2015 11:15;19.5
26/09/2015 11:20;19.6
26/09/2015 11:25;19.9
26/09/2015 11:30;19.7
26/09/2015 11:35;19.9
26/09/2015 11:40;20.4
26/09/2015 11:45;20.5
26/09/2015 11:50;20.5
26/09/2015 11:55;20.4
26/09/2015 12:00;20.9
26/09/2015 12:05;20.5
26/09/2015 12:10;20.5
26/09/2015 12:15;20.5
26/09/2015 12:20;20.9
26/09/2015 12:25;20.8
26/09/2015 12:30;20.3
26/09/2015 12:35;20.3
26/09/2015 12:40;20.5
26/09/2015 12:45;20.9
26/09/2015 12:50;21.2
26/09/2015 12:55;21.1
26/09/2015 13:00;21
26/09/2015 13:05;21.1
26/09/2015 13:10;21.2
26/09/2015 13:15;21.3
26/09/2015 13:20;21.2
26/09/2015 13:25;21.3
26/09/2015 13:30;21.2
26/09/2015 13:35;21.7
26/09/2015 13:40;21.5
26/09/2015 13:45;21.7
26/09/2015 13:50;21.9
26/09/2015 13:55;21.8
26/09/2015 14:00;21.9
26/09/2015 14:05;22
26/09/2015 14:10;22.1
26/09/2015 14:15;22
26/09/2015 14:20;22.5
26/09/2015 14:25;22.6
26/09/2015 14:30;22.9
26/09/2015 14:35;22.8
26/09/2015 14:40;22.5
26/09/2015 14:45;22.6
26/09/2015 14:50;22.8
26/09/2015 14:55;22.9
26/09/2015 15:00;22.8
26/09/2015 15:05;22.8
26/09/2015 15:10;22.9
26/09/2015 15:15;22.9
26/09/2015 15:20;22.5
26/09/2015 15:25;22.6
26/09/2015 15:30;22.6
26/09/2015 15:35;22.8
26/09/2015 15:40;22.5
26/09/2015 15:45;22.4
26/09/2015 15:50;22.6
26/09/2015 15:55;22.3
26/09/2015 16:00;22.1
26/09/2015 16:05;22.3
26/09/2015 16:10;22.1
26/09/2015 16:15;21.8
26/09/2015 16:20;21.6
26/09/2015 16:25;21.5
26/09/2015 16:30;21.7
26/09/2015 16:35;21.7
26/09/2015 16:40;21.7
26/09/2015 16:45;21.4
26/09/2015 16:50;21.4
26/09/2015 16:55;21.2
26/09/2015 17:00;21
26/09/2015 17:05;20.9
26/09/2015 17:10;20.5
26/09/2015 17:15;20.5
26/09/2015 17:20;20.4
26/09/2015 17:25;20.3
26/09/2015 17:30;20.1
26/09/2015 17:35;20.1
26/09/2015 17:40;20
26/09/2015 17:45;19.8
26/09/2015 17:50;19.9
26/09/2015 17:55;19.7
26/09/2015 18:00;19.5
26/09/2015 18:05;19.4
26/09/2015 18:10;19.1
26/09/2015 18:15;19.2
26/09/2015 18:20;19.1
26/09/2015 18:25;19.1
26/09/2015 18:30;19.1
26/09/2015 18:35;19.1
26/09/2015 18:40;19
26/09/2015 18:45;19.1
26/09/2015 18:50;19
26/09/2015 18:55;19
26/09/2015 19:00;18.9
26/09/2015 19:05;18.7
26/09/2015 19:10;18.8
26/09/2015 19:15;18.7
26/09/2015 19:20;18.8
26/09/2015 19:25;18.8
26/09/2015 19:30;18.7
26/09/2015 19:35;18.7
26/09/2015 19:40;18.9
26/09/2015 19:45;18.8
26/09/2015 19:50;18.8
26/09/2015 19:55;18.7
26/09/2015 20:00;18.7
26/09/2015 20:05;18.8
26/09/2015 20:10;18.7
26/09/2015 20:15;18.7
26/09/2015 20:20;18.8
26/09/2015 20:25;18.8
26/09/2015 20:30;18.8
26/09/2015 20:35;18.8
26/09/2015 20:40;18.7
26/09/2015 20:45;18.7
26/09/2015 20:50;18.5
26/09/2015 20:55;18.7
26/09/2015 21:00;18.6
26/09/2015 21:05;18.6
26/09/2015 21:10;18.5
26/09/2015 21:15;18.5
26/09/2015 21:20;18.5
26/09/2015 21:25;18.5
26/09/2015 21:30;18.4
26/09/2015 21:35;18.4
26/09/2015 21:40;18.3
26/09/2015 21:45;18.3
26/09/2015 21:50;18.3
26/09/2015 21:55;18.2
26/09/2015 22:00;18.1
26/09/2015 22:05;18.1
26/09/2015 22:10;18.2
26/09/2015 22:15;18.2
26/09/2015 22:20;18.2
26/09/2015 22:25;18.1
26/09/2015 22:30;18.1
26/09/2015 22:35;18
26/09/2015 22:40;17.9
26/09/2015 22:45;18
26/09/2015 22:50;17.9
26/09/2015 22:55;18.1
26/09/2015 23:00;18
26/09/2015 23:05;18
26/09/2015 23:10;18
26/09/2015 23:15;17.6
26/09/2015 23:20;17.7
26/09/2015 23:25;17.7
26/09/2015 23:30;17.7
26/09/2015 23:35;17.9
26/09/2015 23:40;18
26/09/2015 23:45;17.7
26/09/2015 23:50;17.9
26/09/2015 23:55;17.4
27/09/2015 00:00;17.5
27/09/2015 00:05;17.6
27/09/2015 00:10;17.5
27/09/2015 00:15;17.7
27/09/2015 00:20;17.7
27/09/2015 00:25;17.6
27/09/2015 00:30;17.5
27/09/2015 00:35;17.5
27/09/2015 00:40;17.4
27/09/2015 00:45;17.4
27/09/2015 00:50;17.3
27/09/2015 00:55;17.3
27/09/2015 01:00;17.2
27/09/2015 01:05;17.3
27/09/2015 01:10;17.1
27/09/2015 01:15;17.2
27/09/2015 01:20;17.1
27/09/2015 01:25;17.1
27/09/2015 01:30;17.3
27/09/2015 01:35;17.1
27/09/2015 01:40;17.2
27/09/2015 01:45;17.1
27/09/2015 01:50;17.1
27/09/2015 01:55;17.2
27/09/2015 02:00;17.1
27/09/2015 02:05;17.1
27/09/2015 02:10;17.1
27/09/2015 02:15;17
27/09/2015 02:20;17.1
27/09/2015 02:25;16.9
27/09/2015 02:30;17
27/09/2015 02:35;16.9
27/09/2015 02:40;16.8
27/09/2015 02:45;16.9
27/09/2015 02:50;16.8
27/09/2015 02:55;16.8
27/09/2015 03:00;16.8
27/09/2015 03:05;16.6
27/09/2015 03:10;16.8
27/09/2015 03:15;16.8
27/09/2015 03:20;16.8
27/09/2015 03:25;16.7
27/09/2015 03:30;16.7
27/09/2015 03:35;17
27/09/2015 03:40;17.4
27/09/2015 03:45;17.2
27/09/2015 03:50;17.1
27/09/2015 03:55;17.2
27/09/2015 04:00;17.2
27/09/2015 04:05;17.3
27/09/2015 04:10;17.2
27/09/2015 04:15;17
27/09/2015 04:20;17.1
27/09/2015 04:25;17
27/09/2015 04:30;17
27/09/2015 04:35;16.9
27/09/2015 04:40;17
27/09/2015 04:45;17.1
27/09/2015 04:50;17.1
27/09/2015 04:55;17
27/09/2015 05:00;17
27/09/2015 05:05;17
27/09/2015 05:10;17
27/09/2015 05:15;17
27/09/2015 05:20;16.9
27/09/2015 05:25;16.8
27/09/2015 05:30;17
27/09/2015 05:35;17.2
27/09/2015 05:40;17.3
27/09/2015 05:45;17.3
27/09/2015 05:50;17.3
27/09/2015 05:55;16.9
27/09/2015 06:00;17.4
27/09/2015 06:05;17.6
27/09/2015 06:10;17.7
27/09/2015 06:15;17.7
27/09/2015 06:20;17.7
27/09/2015 06:25;17.7
27/09/2015 06:30;17.7
27/09/2015 06:35;17.7
27/09/2015 06:40;17.7
27/09/2015 06:45;17.9
27/09/2015 06:50;17.9
27/09/2015 06:55;18
27/09/2015 07:00;18.2
27/09/2015 07:05;18.3
27/09/2015 07:10;18.4
27/09/2015 07:15;18.3
27/09/2015 07:20;18.5
27/09/2015 07:25;18.4
27/09/2015 07:30;18.7
27/09/2015 07:35;18.7
27/09/2015 07:40;18.8
27/09/2015 07:45;18.8
27/09/2015 07:50;19.1
27/09/2015 07:55;19.4
27/09/2015 08:00;19.5
27/09/2015 08:05;19.6
27/09/2015 08:10;19.5
27/09/2015 08:15;19.6
27/09/2015 08:20;19.7
27/09/2015 08:25;19.6
27/09/2015 08:30;19.9
27/09/2015 08:35;20.3
27/09/2015 08:40;20.2
27/09/2015 08:45;20.4
27/09/2015 08:50;20.6
27/09/2015 08:55;20.6
27/09/2015 09:00;20.6
27/09/2015 09:05;21.1
27/09/2015 09:10;20.9
27/09/2015 09:15;21.3
27/09/2015 09:20;21.4
27/09/2015 09:25;21.1
27/09/2015 09:30;21.5
27/09/2015 09:35;21.7
27/09/2015 09:40;21.6
27/09/2015 09:45;21.4
27/09/2015 09:50;21.7
27/09/2015 09:55;21.9
27/09/2015 10:00;21.8
27/09/2015 10:05;22.4
27/09/2015 10:10;22.7
27/09/2015 10:15;23.3
27/09/2015 10:20;23.5
27/09/2015 10:25;23.9
27/09/2015 10:30;23.9
27/09/2015 10:35;24
27/09/2015 10:40;24.2
27/09/2015 10:45;24.6
27/09/2015 10:50;24.9
27/09/2015 10:55;25.3
27/09/2015 11:00;25.7
27/09/2015 11:05;25.8
27/09/2015 11:10;25.6
27/09/2015 11:15;25.9
27/09/2015 11:20;25.8
27/09/2015 11:25;25.7
27/09/2015 11:30;25.6
27/09/2015 11:35;25.7
27/09/2015 11:40;25.9
27/09/2015 11:45;25.9
27/09/2015 11:50;25.7
27/09/2015 11:55;26.1
27/09/2015 12:00;26.7
27/09/2015 12:05;26.8
27/09/2015 12:10;27
27/09/2015 12:15;27.2
27/09/2015 12:20;27.6
27/09/2015 12:25;28.7
27/09/2015 12:30;28.5
27/09/2015 12:35;28.4
27/09/2015 12:40;28.8
27/09/2015 12:45;29.3
27/09/2015 12:50;29.5
27/09/2015 12:55;29.6
27/09/2015 13:00;29.9
27/09/2015 13:05;29.8
27/09/2015 13:10;29.2
27/09/2015 13:15;29.1
27/09/2015 13:20;29.7
27/09/2015 13:25;29.7
27/09/2015 13:30;30
27/09/2015 13:35;29.1
27/09/2015 13:40;29
27/09/2015 13:45;29.3
27/09/2015 13:50;29.1
27/09/2015 13:55;29.6
27/09/2015 14:00;30.3
27/09/2015 14:05;30.4
27/09/2015 14:10;30.3
27/09/2015 14:15;30.3
27/09/2015 14:20;30.1
27/09/2015 14:25;30.4
27/09/2015 14:30;30.4
27/09/2015 14:35;30.6
27/09/2015 14:40;30.7
27/09/2015 14:45;30.3
27/09/2015 14:50;29.7
27/09/2015 14:55;30
27/09/2015 15:00;30.1
27/09/2015 15:05;30
27/09/2015 15:10;29.8
27/09/2015 15:15;29.6
27/09/2015 15:20;29.1
27/09/2015 15:25;29.2
27/09/2015 15:30;29
27/09/2015 15:35;28.9
27/09/2015 15:40;28.2
27/09/2015 15:45;28.5
27/09/2015 15:50;28.4
27/09/2015 15:55;28.4
27/09/2015 16:00;28.3
27/09/2015 16:05;28.3
27/09/2015 16:10;27.8
27/09/2015 16:15;27.5
27/09/2015 16:20;26.8
27/09/2015 16:25;26.1
27/09/2015 16:30;25.5
27/09/2015 16:35;24.7
